,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
115,38,g_5,80230033823178.25,1.0,-17.459925225137198,9219381.535673205,1.3583693344320194e+16,134286422.56888625,1477.1968445590906,Converged,118129723581880.0,125329300.60794488,87165.28177326125,10026.559055056723,69312.489309287,476.51911146317065,1747.1529918335405,110942.31633404345,434.04994211037575,114245.84854398447
116,38,g_6,23421851472350.44,1.0,-17.156428936538756,-8048844.891670518,1.3553193748718238e+16,80298512.48086876,1446.560668465427,Converged,100598144243980.0,85138125.22078405,124982.63768900307,136008.39310407813,9710.3142682201,325143.0715914451,616.152096525913,328738.0013308269,314307.5418208295,389.62837022244634
117,39,g_4,1126715329019.7158,1.0,-16.5641134692285,-90688947.31164297,8812743557516278.0,-191091439.9447734,1407.6809342101487,Converged,37691541308703.0,-192152908.42241168,5677.299391081577,555531.5834700438,478341.6552392691,1512.907599721028,636234.4665990695,465.98644830974473,575217.2264513801,564832.7271672759
118,39,g_5,221584265364119.53,1.0,-18.18281896682783,12925888.591467306,1.3345360379370304e+16,-182370872.8338725,1473.4965252321929,Converged,730162608483214.0,-167485166.08665624,285166.30442340224,10054.58487963838,267038.7586438845,479.983495929982,1767.4850528203683,6811.9623935434365,446.04211909704236,55655.19143465838
119,39,g_6,71907458561681.5,1.0,-17.421483590723817,-5495002.732172143,1.3507394605221338e+16,-125095228.43227638,1446.2668981239324,Converged,116179028437714.0,-116615401.86791308,138902.1082458496,153731.92762955668,9738.301850011152,347480.0978723629,614.0451397689507,364122.99974843365,345396.29258855333,386.0126312153733
120,40,g_4,1073009107381.4711,1.0,-16.01281161884081,-90617705.53383987,8797945351937385.0,-196721270.45647293,1407.3140863308686,Converged,11770082678217.0,-197757131.9855305,5562.904312429271,24266147.761187475,19915081.233807903,1493.4172498429077,17143693.293290578,478.5441298993242,20740044.234657705,22626003.087898865
121,40,g_5,70753580433496.4,1.0,-17.872892327812664,10445794.475495825,1.3748163663808546e+16,20031161.516851433,1496.7719820677275,Converged,455585790788018.0,28442676.26946861,11004.430068508007,8229.359613067116,9853.210389576747,651.5040256585407,3338.4719575694967,6834.582256809391,529.4118919810937,6763.977883934554
122,40,g_6,4791432562.842396,1.0,-16.817572187228407,-8789399.460486751,1.3371299973223524e+16,143572720.18571296,1446.8654844628554,Converged,64468186507744.0,143641940.3602493,133944.97455985605,149176.11992585266,9700.404623371018,352517.13011658384,610.2242435279835,357476.59420761163,346220.97087517614,384.20080941053914
123,41,g_4,11649195588686.324,1.0,-16.510956697463364,-92537408.47753727,8914327818443160.0,-42562351.58566296,1406.777546111362,Converged,18776279602439.0,-45975443.37884496,5455.656131723848,65163235.007204376,73632992.17168634,1520.3050344949152,8007800.329909892,486.26789481681936,9931774.276610503,8582317.980621258
124,41,g_5,77729713183462.11,1.0,-17.424218576380813,9577163.6254642,1.3656536797121814e+16,88248071.845817,1477.2167062990118,Converged,62322765845242.0,97064517.45521437,88787.1461570796,9996.502865218585,68593.6216193767,490.4495455061703,1759.2809191199324,93736.80847111037,428.9488149435953,101758.04781870882
